               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.081589,            0.034316,            0.033684,              0.1514,             0.47409,             0.21942,            0.084583,            0.059195,             0.02269,            0.020491,             0.00175,             0.00175,             0.08425
